loincName	loincId	loincScale	outcome	hpoTermId	supplementalTermId	curation	comment
Asialoganglioside GM1 IgG Ab [Units/volume] in Cerebral spinal fluid by Immunoassay	58968-9	Qn	H	HP:0031810	.	HPO:nvasilevsky[2018-05-08]	copied from: 58972-1 @original comment: copied from: 59027-3 @original comment: copied from: 59028-1 @original comment: copied from: 6926-0
Ganglioside GM1 IgG Ab [Units/volume] in Cerebral spinal fluid by Immunoassay	58972-1	Qn	N	HP:0031810	.	HPO:nvasilevsky[2018-05-08]	copied from: 59027-3 @original comment: copied from: 59028-1 @original comment: copied from: 6926-0
Ganglioside GM1 IgG Ab [Units/volume] in Cerebral spinal fluid by Immunoassay	58972-1	Qn	H	HP:0031810	.	HPO:nvasilevsky[2018-05-08]	copied from: 59027-3 @original comment: copied from: 59028-1 @original comment: copied from: 6926-0
Bromelin MUXF3 IgE Ab [Units/volume] in Serum	58984-6	Qn	N	HP:0410228	.	OHSU:JP[2018-10-10]	.
Bromelin MUXF3 IgE Ab [Units/volume] in Serum	58984-6	Qn	H	HP:0410228	.	OHSU:JP[2018-10-10]	.
Urate [Mass/time] in 18 hour Urine	58990-3	Qn	L	HP:0011935	.	HPO:nvasilevsky[2018-07-17]	.
Urate [Mass/time] in 18 hour Urine	58990-3	Qn	N	HP:0012610	.	HPO:nvasilevsky[2018-07-17]	.
Urate [Mass/time] in 18 hour Urine	58990-3	Qn	H	HP:0012611	.	HPO:nvasilevsky[2018-07-17]	.
Lactate [Moles/volume] in Serum or Plasma --baseline	59004-2	Qn	N	HP:0002151	.	OHSU:JP[2018-07-30]	.
Lactate [Moles/volume] in Serum or Plasma --baseline	59004-2	Qn	H	HP:0002151	.	OHSU:JP[2018-07-30]	.
Lactate [Moles/volume] in Serum or Plasma --1 minute post XXX challenge	59005-9	Qn	N	HP:0002151	.	OHSU:JP[2018-07-30]	.
Lactate [Moles/volume] in Serum or Plasma --1 minute post XXX challenge	59005-9	Qn	H	HP:0002151	.	OHSU:JP[2018-07-30]	.
Lactate [Moles/volume] in Serum or Plasma --3 minutes post XXX challenge	59006-7	Qn	N	HP:0002151	.	OHSU:JP[2018-07-30]	.
Lactate [Moles/volume] in Serum or Plasma --3 minutes post XXX challenge	59006-7	Qn	H	HP:0002151	.	OHSU:JP[2018-07-30]	.
Lactate [Moles/volume] in Serum or Plasma --5 minutes post XXX challenge	59007-5	Qn	N	HP:0002151	.	OHSU:JP[2018-07-30]	.
Lactate [Moles/volume] in Serum or Plasma --5 minutes post XXX challenge	59007-5	Qn	H	HP:0002151	.	OHSU:JP[2018-07-30]	.
Lactate [Moles/volume] in Serum or Plasma --10 minutes post XXX challenge	59011-7	Qn	N	HP:0002151	.	OHSU:JP[2018-07-30]	.
Lactate [Moles/volume] in Serum or Plasma --10 minutes post XXX challenge	59011-7	Qn	H	HP:0002151	.	OHSU:JP[2018-07-30]	.
Lactate [Moles/volume] in Serum or Plasma --15 minutes post XXX challenge	59012-5	Qn	N	HP:0002151	.	OHSU:JP[2018-07-30]	.
Lactate [Moles/volume] in Serum or Plasma --15 minutes post XXX challenge	59012-5	Qn	H	HP:0002151	.	OHSU:JP[2018-07-30]	.
Lactate [Moles/volume] in Serum or Plasma --30 minutes post XXX challenge	59013-3	Qn	N	HP:0002151	.	OHSU:JP[2018-07-30]	.
Lactate [Moles/volume] in Serum or Plasma --30 minutes post XXX challenge	59013-3	Qn	H	HP:0002151	.	OHSU:JP[2018-07-30]	.
Asialoganglioside GM1 IgM Ab [Units/volume] in Cerebral spinal fluid by Immunoassay	59027-3	Qn	N	HP:0031810	.	HPO:nvasilevsky[2018-05-08]	copied from: 59028-1 @original comment: copied from: 6926-0
Asialoganglioside GM1 IgM Ab [Units/volume] in Cerebral spinal fluid by Immunoassay	59027-3	Qn	H	HP:0031810	.	HPO:nvasilevsky[2018-05-08]	copied from: 59028-1 @original comment: copied from: 6926-0
Ganglioside GM1 IgM Ab [Units/volume] in Cerebral spinal fluid by Immunoassay	59028-1	Qn	N	HP:0031810	.	HPO:nvasilevsky[2018-05-08]	copied from: 6926-0
Ganglioside GM1 IgM Ab [Units/volume] in Cerebral spinal fluid by Immunoassay	59028-1	Qn	H	HP:0031810	.	HPO:nvasilevsky[2018-05-08]	copied from: 6926-0
Lactate [Mass/volume] in Blood	59032-3	Qn	N	HP:0002151	.	OHSU:JP[2018-07-30]	.
Lactate [Mass/volume] in Blood	59032-3	Qn	H	HP:0002151	.	OHSU:JP[2018-07-30]	.
Lactate/Pyruvate [Mass Ratio] in Blood	59048-9	Qn	N	HP:0002151	.	OHSU:JP[2018-07-30]	.
Lactate/Pyruvate [Mass Ratio] in Blood	59048-9	Qn	H	HP:0002151	.	OHSU:JP[2018-07-30]	.
Nuclear Ab [Presence] in Serum by Hep2 substrate	59069-5	Ord	NEG	HP:0003493	.	UCD:tjcallahan[2019-02-23]	.
Nuclear Ab [Presence] in Serum by Hep2 substrate	59069-5	Ord	POS	HP:0003493	.	UCD:tjcallahan[2019-02-23]	.
Base deficit in Cord blood	59154-5	Qn	L	HP:0032066	.	OHSU:JP[2018-10-02]	.
Base deficit in Cord blood	59154-5	Qn	N	HP:0032065	.	OHSU:JP[2018-10-02]	.
Base deficit in Cord blood	59154-5	Qn	H	HP:0032067	.	OHSU:JP[2018-10-02]	.
Ketones [Moles/volume] in Urine by Automated test strip	59158-6	Qn	N	HP:0002919	.	HPO:nvasilevsky[2018-05-21]	.
Ketones [Moles/volume] in Urine by Automated test strip	59158-6	Qn	H	HP:0002919	.	HPO:nvasilevsky[2018-05-21]	.
Oxygen saturation in Arterial blood by Pulse oximetry	59408-5	Qn	L	HP:0012418	.	UCD:tjcallahan[2019-02-23]	.
Oxygen saturation in Arterial blood by Pulse oximetry	59408-5	Qn	N	HP:0500165	.	UCD:tjcallahan[2019-02-23]	.
Oxygen saturation in Arterial blood by Pulse oximetry	59408-5	Qn	H	HP:0012419	.	UCD:tjcallahan[2019-02-23]	.
Cotinine [Presence] in Serum or Plasma by Screen method	59645-2	Ord	NEG	HP:0500100	.	HPO:nvasilevsky[2018-10-01]	.
Cotinine [Presence] in Serum or Plasma by Screen method	59645-2	Ord	POS	HP:0410208	.	HPO:nvasilevsky[2018-10-01]	.
Cotinine [Presence] in Urine by Screen method	59646-0	Ord	NEG	HP:0410171	.	HPO:nvasilevsky[2018-08-29]	.
Cotinine [Presence] in Urine by Screen method	59646-0	Ord	POS	HP:0410171	.	HPO:nvasilevsky[2018-08-29]	.
Methadone [Presence] in Serum or Plasma by Screen method	59705-4	Ord	NEG	HP:0410207	.	HPO:nvasilevsky[2018-09-14]	.
Methadone [Presence] in Serum or Plasma by Screen method	59705-4	Ord	POS	HP:0410207	.	HPO:nvasilevsky[2018-09-14]	.
Leukocytes in 3 hour Urine sediment by Light microscopy	59829-2	Qn	N	HP:0012614	.	HPO:nvasilevsky[2018-10-01]	.
Leukocytes in 3 hour Urine sediment by Light microscopy	59829-2	Qn	H	HP:0012085	.	HPO:nvasilevsky[2018-10-01]	.
Erythrocytes in 3 hour Urine sediment by Light microscopy	59830-0	Qn	N	HP:0002907	.	JGM:azhang[2018-07-24]	.
Erythrocytes in 3 hour Urine sediment by Light microscopy	59830-0	Qn	H	HP:0002907	.	JGM:azhang[2018-07-24]	.
Lactate [Moles/volume] in Serum or Plasma --post exercise	59849-0	Qn	N	HP:0002151	.	OHSU:JP[2018-07-30]	.
Lactate [Moles/volume] in Serum or Plasma --post exercise	59849-0	Qn	H	HP:0002151	.	OHSU:JP[2018-07-30]	.
Cotinine [Moles/volume] in Serum or Plasma	59891-2	Qn	N	HP:0500100	.	HPO:nvasilevsky[2018-10-01]	.
Cotinine [Moles/volume] in Serum or Plasma	59891-2	Qn	H	HP:0410208	.	HPO:nvasilevsky[2018-10-01]	.
Cotinine [Moles/volume] in Gastric fluid	59892-0	Qn	N	HP:0500101	.	HPO:nvasilevsky[2018-08-29]	.
Cotinine [Moles/volume] in Gastric fluid	59892-0	Qn	H	HP:0500101	.	HPO:nvasilevsky[2018-08-29]	.
Corticotropin [Moles/volume] in Plasma --baseline	60014-8	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --baseline	60014-8	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --baseline	60014-8	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --5 minutes post XXX challenge	60015-5	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --5 minutes post XXX challenge	60015-5	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --5 minutes post XXX challenge	60015-5	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --1.5 hours post XXX challenge	60016-3	Qn	L	HP:0002920	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --1.5 hours post XXX challenge	60016-3	Qn	N	HP:0011043	.	HPO:nvasilevsky[2018-07-18]	.
Corticotropin [Moles/volume] in Plasma --1.5 hours post XXX challenge	60016-3	Qn	H	HP:0003154	.	HPO:nvasilevsky[2018-07-18]	.
Lactate dehydrogenase [Enzymatic activity/volume] in Body fluid by Pyruvate to lactate reaction	60017-1	Qn	N	HP:0045040	.	UCD:tjcallahan[2019-02-23]	.
Lactate dehydrogenase [Enzymatic activity/volume] in Body fluid by Pyruvate to lactate reaction	60017-1	Qn	H	HP:0025435	.	UCD:tjcallahan[2019-02-23]	.
Urobilinogen [Moles/volume] in Urine by Automated test strip	60025-4	Qn	N	HP:0031890	.	HPO:nvasilevsky[2018-07-17]	.
Urobilinogen [Moles/volume] in Urine by Automated test strip	60025-4	Qn	H	HP:0031890	.	HPO:nvasilevsky[2018-07-17]	.
Acetaminophen [Mass/volume] in Blood	60048-6	Qn	N	HP:0410172	.	HPO:nvasilevsky[2018-12-18]	.
Acetaminophen [Mass/volume] in Blood	60048-6	Qn	H	HP:0410283	.	HPO:nvasilevsky[2018-12-18]	.
Annatto seed IgE Ab RAST class [Presence] in Serum	60454-6	Ord	NEG	HP:0410228	.	HPO:nvasilevsky[2018-10-04]	.
Annatto seed IgE Ab RAST class [Presence] in Serum	60454-6	Ord	POS	HP:0410228	.	HPO:nvasilevsky[2018-10-04]	.
Reticulocytes [#/volume] in Blood by Automated count	60474-4	Qn	L	HP:0001896	.	HPO:nvasilevsky[2018-05-08]	.
Reticulocytes [#/volume] in Blood by Automated count	60474-4	Qn	N	HP:0004312	.	HPO:nvasilevsky[2018-05-08]	.
Reticulocytes [#/volume] in Blood by Automated count	60474-4	Qn	H	HP:0001923	.	HPO:nvasilevsky[2018-05-08]	.
Barbiturates [Presence] in Gastric fluid by Screen method	61096-4	Ord	NEG	HP:0410203	.	HPO:nvasilevsky[2018-07-20]	.
Barbiturates [Presence] in Gastric fluid by Screen method	61096-4	Ord	POS	HP:0410203	.	HPO:nvasilevsky[2018-07-20]	.
Cotinine [Presence] in Serum or Plasma	61128-5	Ord	NEG	HP:0500100	.	HPO:nvasilevsky[2018-10-01]	.
Cotinine [Presence] in Serum or Plasma	61128-5	Ord	POS	HP:0410208	.	HPO:nvasilevsky[2018-10-01]	.
Mold Allergen Mix 1 (Alternaria alternata+Aspergillus fumigatus+Cladosporium herbarum+Penicillium notatum) IgE Ab/IgE total in Serum by Multidisk	61201-0	Qn	N	HP:0410232	.	HPO:nvasilevsky[2018-10-04]	.
Mold Allergen Mix 1 (Alternaria alternata+Aspergillus fumigatus+Cladosporium herbarum+Penicillium notatum) IgE Ab/IgE total in Serum by Multidisk	61201-0	Qn	H	HP:0410232	.	HPO:nvasilevsky[2018-10-04]	.
Epidermal Allergen Mix 71 (Chicken feather+Duck feather+Goose feather+Turkey feather) IgE Ab/IgE total in Serum by Multidisk	61203-6	Qn	N	HP:0410226	.	HPO:nvasilevsky[2018-10-08]	copied from: 6030-1
Epidermal Allergen Mix 71 (Chicken feather+Duck feather+Goose feather+Turkey feather) IgE Ab/IgE total in Serum by Multidisk	61203-6	Qn	H	HP:0410226	.	HPO:nvasilevsky[2018-10-08]	copied from: 6030-1
Coastal Maple IgE Ab/IgE total in Serum	61205-1	Qn	N	HP:0410238	.	HPO:nvasilevsky[2018-10-08]	.
Coastal Maple IgE Ab/IgE total in Serum	61205-1	Qn	H	HP:0410238	.	HPO:nvasilevsky[2018-10-08]	.
Boxelder IgE Ab/IgE total in Serum	61206-9	Qn	N	HP:0410238	.	OHSU:JP[2018-10-10]	.
Boxelder IgE Ab/IgE total in Serum	61206-9	Qn	H	HP:0410238	.	OHSU:JP[2018-10-10]	.
Aedes mosquito IgE Ab/IgE total in Serum	61208-5	Qn	N	HP:0410235	.	HPO:nvasilevsky[2018-10-03]	.
Aedes mosquito IgE Ab/IgE total in Serum	61208-5	Qn	H	HP:0410235	.	HPO:nvasilevsky[2018-10-03]	.
Pineapple IgE Ab/IgE total in Serum	61216-8	Qn	N	HP:0410228	.	HPO:nvasilevsky[2018-10-04]	.
Pineapple IgE Ab/IgE total in Serum	61216-8	Qn	H	HP:0410228	.	HPO:nvasilevsky[2018-10-04]	.
Celery IgE Ab/IgE total in Serum	61218-4	Qn	N	HP:0410228	.	OHSU:JP[2018-10-11]	.
Celery IgE Ab/IgE total in Serum	61218-4	Qn	H	HP:0410228	.	OHSU:JP[2018-10-11]	.
Ascaris sp IgE Ab/IgE total in Serum	61220-0	Qn	N	HP:0410234	.	OHSU:JP[2018-10-08]	.
Ascaris sp IgE Ab/IgE total in Serum	61220-0	Qn	H	HP:0410234	.	OHSU:JP[2018-10-08]	.
Aspergillus niger IgE Ab/IgE total in Serum	61221-8	Qn	N	HP:0410232	.	OHSU:JP[2018-10-08]	.
Aspergillus niger IgE Ab/IgE total in Serum	61221-8	Qn	H	HP:0410232	.	OHSU:JP[2018-10-08]	.
Aspergillus sp IgE Ab/IgE total in Serum	61222-6	Qn	N	HP:0410232	.	OHSU:JP[2018-10-09]	.
Aspergillus sp IgE Ab/IgE total in Serum	61222-6	Qn	H	HP:0410232	.	OHSU:JP[2018-10-09]	.
Aureobasidium pullulans IgE Ab/IgE total in Serum	61225-9	Qn	N	HP:0410232	.	OHSU:JP[2018-10-09]	.
Aureobasidium pullulans IgE Ab/IgE total in Serum	61225-9	Qn	H	HP:0410232	.	OHSU:JP[2018-10-09]	.
Cockroach IgE Ab/IgE total in Serum	61230-9	Qn	N	HP:0410235	.	HPO:nvasilevsky[2018-10-08]	.
Cockroach IgE Ab/IgE total in Serum	61230-9	Qn	H	HP:0410235	.	HPO:nvasilevsky[2018-10-08]	.
Botrytis cinerea IgE Ab/IgE total in Serum	61231-7	Qn	N	HP:0410232	.	OHSU:JP[2018-10-10]	.
Botrytis cinerea IgE Ab/IgE total in Serum	61231-7	Qn	H	HP:0410232	.	OHSU:JP[2018-10-10]	.
Cauliflower IgE Ab/IgE total in Serum	61232-5	Qn	N	HP:0410228	.	OHSU:JP[2018-10-11]	.
Cauliflower IgE Ab/IgE total in Serum	61232-5	Qn	H	HP:0410228	.	OHSU:JP[2018-10-11]	.
Cabbage IgE Ab/IgE total in Serum	61233-3	Qn	N	HP:0410228	.	OHSU:JP[2018-10-10]	.
Cabbage IgE Ab/IgE total in Serum	61233-3	Qn	H	HP:0410228	.	OHSU:JP[2018-10-10]	.
Broccoli IgE Ab/IgE total in Serum	61234-1	Qn	N	HP:0410228	.	OHSU:JP[2018-10-10]	.
Broccoli IgE Ab/IgE total in Serum	61234-1	Qn	H	HP:0410228	.	OHSU:JP[2018-10-10]	.
Brome IgE Ab/IgE total in Serum	61235-8	Qn	N	HP:0410238	.	OHSU:JP[2018-10-10]	.
Brome IgE Ab/IgE total in Serum	61235-8	Qn	H	HP:0410238	.	OHSU:JP[2018-10-10]	.
Budgerigar droppings IgE Ab/IgE total in Serum	61236-6	Qn	N	HP:0410221	.	HPO:nvasilevsky[2018-10-08]	.
Budgerigar droppings IgE Ab/IgE total in Serum	61236-6	Qn	H	HP:0410221	.	HPO:nvasilevsky[2018-10-08]	.
Budgerigar feather IgE Ab/IgE total in Serum	61237-4	Qn	N	HP:0410226	.	HPO:nvasilevsky[2018-10-08]	.
Budgerigar feather IgE Ab/IgE total in Serum	61237-4	Qn	H	HP:0410226	.	HPO:nvasilevsky[2018-10-08]	.
Candida albicans IgE Ab/IgE total in Serum	61238-2	Qn	N	HP:0410232	.	OHSU:JP[2018-10-11]	.
Candida albicans IgE Ab/IgE total in Serum	61238-2	Qn	H	HP:0410232	.	OHSU:JP[2018-10-11]	.
Casein IgE Ab/IgE total in Serum	61241-6	Qn	N	HP:0410220	.	OHSU:JP[2018-10-11]	.
Casein IgE Ab/IgE total in Serum	61241-6	Qn	H	HP:0410220	.	OHSU:JP[2018-10-11]	.
Chaetomium globosum IgE Ab/IgE total in Serum	61242-4	Qn	N	HP:0410232	.	OHSU:JP[2018-10-11]	.
Chaetomium globosum IgE Ab/IgE total in Serum	61242-4	Qn	H	HP:0410232	.	OHSU:JP[2018-10-11]	.
Chick Pea IgE Ab/IgE total in Serum	61244-0	Qn	N	HP:0410228	.	OHSU:JP[2018-10-15]	.
Chick Pea IgE Ab/IgE total in Serum	61244-0	Qn	H	HP:0410228	.	OHSU:JP[2018-10-15]	.
Cinnamon IgE Ab/IgE total in Serum	61245-7	Qn	N	HP:0410228	.	HPO:nvasilevsky[2018-10-08]	.
Cinnamon IgE Ab/IgE total in Serum	61245-7	Qn	H	HP:0410228	.	HPO:nvasilevsky[2018-10-08]	.
Cladosporium herbarum IgE Ab/IgE total in Serum	61249-9	Qn	N	HP:0410232	.	HPO:nvasilevsky[2018-10-08]	.
Cladosporium herbarum IgE Ab/IgE total in Serum	61249-9	Qn	H	HP:0410232	.	HPO:nvasilevsky[2018-10-08]	.
Arizona Cypress IgE Ab/IgE total in Serum	61253-1	Qn	N	HP:0410238	.	HPO:nvasilevsky[2018-10-04]	.
Arizona Cypress IgE Ab/IgE total in Serum	61253-1	Qn	H	HP:0410238	.	HPO:nvasilevsky[2018-10-04]	.
Bermuda grass IgE Ab/IgE total in Serum	61255-6	Qn	N	HP:0410238	.	OHSU:JP[2018-10-09]	.
Bermuda grass IgE Ab/IgE total in Serum	61255-6	Qn	H	HP:0410238	.	OHSU:JP[2018-10-09]	.
Cocksfoot IgE Ab/IgE total in Serum	61256-4	Qn	N	HP:0410238	.	HPO:nvasilevsky[2018-10-08]	.
Cocksfoot IgE Ab/IgE total in Serum	61256-4	Qn	H	HP:0410238	.	HPO:nvasilevsky[2018-10-08]	.
European house dust mite IgE Ab/IgE total in Serum	61258-0	Qn	N	HP:0410248	.	HPO:nvasilevsky[2018-10-12]	.
European house dust mite IgE Ab/IgE total in Serum	61258-0	Qn	H	HP:0410248	.	HPO:nvasilevsky[2018-10-12]	.
Buckwheat IgE Ab/IgE total in Serum	61262-2	Qn	N	HP:0410228	.	HPO:nvasilevsky[2018-10-08]	.
Buckwheat IgE Ab/IgE total in Serum	61262-2	Qn	H	HP:0410228	.	HPO:nvasilevsky[2018-10-08]	.
American Beech IgE Ab/IgE total in Serum	61263-0	Qn	N	HP:0410238	.	HPO:nvasilevsky[2018-10-04]	.
American Beech IgE Ab/IgE total in Serum	61263-0	Qn	H	HP:0410238	.	HPO:nvasilevsky[2018-10-04]	.
Barley IgE Ab/IgE total in Serum	61273-9	Qn	N	HP:0410228	.	OHSU:JP[2018-10-09]	.
Barley IgE Ab/IgE total in Serum	61273-9	Qn	H	HP:0410228	.	OHSU:JP[2018-10-09]	.
House dust Greer IgE Ab/IgE total in Serum	61274-7	Qn	N	HP:0410248	.	HPO:nvasilevsky[2018-10-12]	.
House dust Greer IgE Ab/IgE total in Serum	61274-7	Qn	H	HP:0410248	.	HPO:nvasilevsky[2018-10-12]	.
Cajeput tree IgE Ab/IgE total in Serum	61284-6	Qn	N	HP:0410238	.	OHSU:JP[2018-10-10]	.
Cajeput tree IgE Ab/IgE total in Serum	61284-6	Qn	H	HP:0410238	.	OHSU:JP[2018-10-10]	.
Bass	61285-3	Qn	N	HP:0410222	.	OHSU:JP[2018-10-09]	.
Bass	61285-3	Qn	H	HP:0410222	.	OHSU:JP[2018-10-09]	.
Banana IgE Ab/IgE total in Serum	61287-9	Qn	N	HP:0410228	.	OHSU:JP[2018-10-09]	.
Banana IgE Ab/IgE total in Serum	61287-9	Qn	H	HP:0410228	.	OHSU:JP[2018-10-09]	.
Basil IgE Ab/IgE total in Serum	61288-7	Qn	N	HP:0410228	.	OHSU:JP[2018-10-09]	.
Basil IgE Ab/IgE total in Serum	61288-7	Qn	H	HP:0410228	.	OHSU:JP[2018-10-09]	.
Avocado IgE Ab/IgE total in Serum	61294-5	Qn	N	HP:0410228	.	OHSU:JP[2018-10-09]	.
Avocado IgE Ab/IgE total in Serum	61294-5	Qn	H	HP:0410228	.	OHSU:JP[2018-10-09]	.
Cottonwood IgE Ab/IgE total in Serum	61304-2	Qn	N	HP:0410238	.	HPO:nvasilevsky[2018-10-03]	.
Cottonwood IgE Ab/IgE total in Serum	61304-2	Qn	H	HP:0410238	.	HPO:nvasilevsky[2018-10-03]	.
Cherry IgE Ab/IgE total in Serum	61306-7	Qn	N	HP:0410228	.	HPO:nvasilevsky[2018-10-12]	.
Cherry IgE Ab/IgE total in Serum	61306-7	Qn	H	HP:0410228	.	HPO:nvasilevsky[2018-10-12]	.
Cocoa IgE Ab/IgE total in Serum	61319-0	Qn	N	HP:0410238	.	HPO:nvasilevsky[2018-10-08]	.
Cocoa IgE Ab/IgE total in Serum	61319-0	Qn	H	HP:0410238	.	HPO:nvasilevsky[2018-10-08]	.
Cocklebur IgE Ab/IgE total in Serum	61326-5	Qn	N	HP:0410238	.	HPO:nvasilevsky[2018-10-08]	.
Cocklebur IgE Ab/IgE total in Serum	61326-5	Qn	H	HP:0410238	.	HPO:nvasilevsky[2018-10-08]	.
Beef IgE Ab/IgE total in Serum	61331-5	Qn	N	HP:0410233	.	OHSU:JP[2018-10-09]	.
Beef IgE Ab/IgE total in Serum	61331-5	Qn	H	HP:0410233	.	OHSU:JP[2018-10-09]	.
Dog dander IgE Ab/IgE total in Serum	61333-1	Qn	N	HP:0410247	.	HPO:nvasilevsky[2018-10-12]	.
Dog dander IgE Ab/IgE total in Serum	61333-1	Qn	H	HP:0410247	.	HPO:nvasilevsky[2018-10-12]	.
Cochineal extract IgE Ab/IgE total in Serum	61336-4	Qn	N	HP:0410235	.	HPO:nvasilevsky[2018-10-08]	.
Cochineal extract IgE Ab/IgE total in Serum	61336-4	Qn	H	HP:0410235	.	HPO:nvasilevsky[2018-10-08]	.
Chicken feather IgE Ab/IgE total in Serum	61337-2	Qn	N	HP:0410226	.	HPO:nvasilevsky[2018-10-08]	copied from: 61237-4
Chicken feather IgE Ab/IgE total in Serum	61337-2	Qn	H	HP:0410226	.	HPO:nvasilevsky[2018-10-08]	copied from: 61237-4
Cockatiel droppings IgE Ab/IgE total in Serum	61348-9	Qn	N	HP:0410221	.	HPO:nvasilevsky[2018-10-08]	.
Cockatiel droppings IgE Ab/IgE total in Serum	61348-9	Qn	H	HP:0410221	.	HPO:nvasilevsky[2018-10-08]	.
Cockatiel feather IgE Ab/IgE total in Serum	61349-7	Qn	N	HP:0410226	.	HPO:nvasilevsky[2018-10-08]	.
Cockatiel feather IgE Ab/IgE total in Serum	61349-7	Qn	H	HP:0410226	.	HPO:nvasilevsky[2018-10-08]	.
Hematocrit [Volume Fraction] of Blood from Fetus by Automated count	62241-5	Qn	L	HP:0031851	.	HPO:nvasilevsky[2018-10-01]	.
Hematocrit [Volume Fraction] of Blood from Fetus by Automated count	62241-5	Qn	N	HP:0031850	.	HPO:nvasilevsky[2018-10-01]	.
Hematocrit [Volume Fraction] of Blood from Fetus by Automated count	62241-5	Qn	H	HP:0001899	.	HPO:nvasilevsky[2018-10-01]	.
1	62290-2	Qn	L	HP:0012052	.	UCD:tjcallahan[2019-02-23]	.
1	62290-2	Qn	N	HP:0100511	.	UCD:tjcallahan[2019-02-23]	.
1	62290-2	Qn	H	HP:0031415	.	UCD:tjcallahan[2019-02-23]	.
Urobilinogen [Presence] in Urine by Automated test strip	62487-4	Ord	NEG	HP:0031890	.	HPO:nvasilevsky[2018-07-17]	.
Urobilinogen [Presence] in Urine by Automated test strip	62487-4	Ord	POS	HP:0031890	.	HPO:nvasilevsky[2018-07-17]	.
Chaetomium globosum IgG Ab [Mass/volume] in Serum	63178-8	Qn	N	HP:0410232	.	OHSU:JP[2018-10-11]	copied from: 61242-4
Chaetomium globosum IgG Ab [Mass/volume] in Serum	63178-8	Qn	H	HP:0410232	.	OHSU:JP[2018-10-11]	copied from: 61242-4
Food Allergen Mix 46 (Cashew+Pecan or Hickory nut+Chestnut+Walnut+Pistachio) IgE Ab [Units/volume] in Serum by Multidisk	63199-4	Qn	N	HP:0410227	.	HPO:nvasilevsky[2018-10-08]	.
Food Allergen Mix 46 (Cashew+Pecan or Hickory nut+Chestnut+Walnut+Pistachio) IgE Ab [Units/volume] in Serum by Multidisk	63199-4	Qn	H	HP:0410227	.	HPO:nvasilevsky[2018-10-08]	.
Asialoganglioside GM1 IgG Ab [Presence] in Serum by Immunoassay	63212-5	Ord	NEG	HP:0031810	.	HPO:nvasilevsky[2019-01-15]	copied from: 63241-4 @original comment: copied from: 63242-2 @original comment: copied from: 63243-0
Asialoganglioside GM1 IgG Ab [Presence] in Serum by Immunoassay	63212-5	Ord	POS	HP:0031810	.	HPO:nvasilevsky[2019-01-15]	copied from: 63241-4 @original comment: copied from: 63242-2 @original comment: copied from: 63243-0
Ganglioside GM1 IgG Ab [Presence] in Body fluid by Immunoassay	63241-4	Ord	NEG	HP:0031810	.	HPO:nvasilevsky[2019-01-15]	copied from: 63242-2 @original comment: copied from: 63243-0
Ganglioside GM1 IgG Ab [Presence] in Body fluid by Immunoassay	63241-4	Ord	POS	HP:0031810	.	HPO:nvasilevsky[2019-01-15]	copied from: 63242-2 @original comment: copied from: 63243-0
Ganglioside GM1 IgG Ab [Presence] in Cerebral spinal fluid by Immunoassay	63242-2	Ord	NEG	HP:0031810	.	HPO:nvasilevsky[2019-01-15]	copied from: 63243-0
Ganglioside GM1 IgG Ab [Presence] in Cerebral spinal fluid by Immunoassay	63242-2	Ord	POS	HP:0031810	.	HPO:nvasilevsky[2019-01-15]	copied from: 63243-0
Ganglioside GM1 IgG Ab [Presence] in Serum by Immunoassay	63243-0	Ord	NEG	HP:0031810	.	HPO:nvasilevsky[2019-01-15]	.
Ganglioside GM1 IgG Ab [Presence] in Serum by Immunoassay	63243-0	Ord	POS	HP:0031810	.	HPO:nvasilevsky[2019-01-15]	.
Ganglioside GM1 IgG+IgM Ab [Presence] in Serum by Immunoassay	63244-8	Ord	NEG	HP:0031810	.	HPO:nvasilevsky[2019-01-15]	.
Ganglioside GM1 IgG+IgM Ab [Presence] in Serum by Immunoassay	63244-8	Ord	POS	HP:0031810	.	HPO:nvasilevsky[2019-01-15]	.
Ganglioside GM1 IgM Ab [Presence] in Body fluid by Immunoassay	63245-5	Ord	NEG	HP:0031810	.	HPO:nvasilevsky[2018-05-08]	copied from: 63246-3 @original comment: copied from: 63247-1
